cat,sel,-0.9,-0.46,0,0.03,0.05,0.1,0.15,0.3,0.46,0.61,0.76,0.91,1.02,1.22,1.52,1.83,2.7
APP,CTG+,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
APP,DW++,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
APP,FRBI+,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
APP,GD+,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
