cat,sel,story,-0.9,-0.46,0,0.03,0.05,0.1,0.15,0.3,0.46,0.61,0.76,0.91,1.02,1.22,1.52,1.83,2.7
FCW,AV+,-1,0,0,0,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45,397.45
PNT,BF,-1,0,0,0,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32
PNT,BF,-1,0,0,0,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32,200.32
PNT,S,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.87,117.87,117.87
