Room.Name,Dimensions,length_Ft,length_In,width_Ft,width_In,height_Ft,height_In,buildingType,buildingSize,buildingBasement,buildingQuality
LaundryRoom,"6' 4"" x 4' 6"" x 8'",6,4,4,6,8,0,R,M,C,ST
LaundryRoom2,"9' 10"" x 7' 10"" x 9'",9,10,7,10,9,0,R,L,BD,CU
LaundryRoom2,"9' 11"" x 7' 11"" x 8'",9,11,7,11,8,0,R,L,BD,ST
LaundryRoom2,"8' 8"" x 6' 11"" x 9'",8,8,6,11,9,0,R,M,BD,CU
LaundryRoom2,"8' 11"" x 7' 1"" x 8'",8,11,7,1,8,0,R,M,BD,ST
LivingRoom,"19' 8"" x 13' 9"" x 9'",19,8,13,9,9,0,R,L,BD,CU
LivingRoom,"19' 10"" x 13' 11"" x 8'",19,10,13,11,8,0,R,L,BD,ST
LivingRoom,"18' 11"" x 13' 3"" x 8'",18,11,13,3,8,0,R,L,BU,ST
LivingRoom,"18' 5"" x 12' 11"" x 9'",18,5,12,11,9,0,R,L,C,CU
LivingRoom,"19' 1"" x 13' 4"" x 8'",19,1,13,4,8,0,R,L,C,ST
LivingRoom,"17' 4"" x 12' 2"" x 9'",17,4,12,2,9,0,R,M,BD,CU
LivingRoom,"17' 9"" x 12' 5"" x 8'",17,9,12,5,8,0,R,M,BD,ST
LivingRoom,"17' 1"" x 12' x 8'",17,1,12,0,8,0,R,M,BU,ST
LivingRoom,"17' 2"" x 12' x 9'",17,2,12,0,9,0,R,M,C,CU
LivingRoom,"17' 5"" x 12' 2"" x 8'",17,5,12,2,8,0,R,M,C,ST
LivingRoom,"18' 3"" x 12' 2"" x 8'",18,3,12,2,8,0,R,S,BD,AA
LivingRoom,"18' 8"" x 12' 5"" x 8'",18,8,12,5,8,0,R,S,BD,EC
LivingRoom,"17' 7"" x 11' 9"" x 8'",17,7,11,9,8,0,R,S,BU,EC
LivingRoom,"17' 1"" x 11' 4"" x 8'",17,1,11,4,8,0,R,S,C,AA
LivingRoom,"18' 1"" x 12' 1"" x 8'",18,1,12,1,8,0,R,S,C,EC
LivingRoom,"19' 7"" x 13' 8"" x 9'",19,7,13,8,9,0,R,L,BD,CU
LivingRoom,"19' 2"" x 13' 5"" x 8'",19,2,13,5,8,0,R,L,BU,ST
LivingRoom,"18' 10"" x 13' 3"" x 9'",18,10,13,3,9,0,R,L,C,CU
LivingRoom,"19' 4"" x 13' 6"" x 8'",19,4,13,6,8,0,R,L,C,ST
LivingRoom,"18' 7"" x 13' x 9'",18,7,13,0,9,0,R,M,BD,CU
LivingRoom,"19' x 13' 4"" x 8'",19,0,13,4,8,0,R,M,BD,ST
LivingRoom,"17' 10"" x 12' 6"" x 8'",17,10,12,6,8,0,R,M,BU,ST
LivingRoom,"17' 9"" x 12' 5"" x 9'",17,9,12,5,9,0,R,M,C,CU
LivingRoom,"18' 1"" x 12' 8"" x 8'",18,1,12,8,8,0,R,M,C,ST
LivingRoom,"19' x 13' 4"" x 8'",19,0,13,4,8,0,R,S,BD,AA
LivingRoom,"19' 1"" x 13' 4"" x 8'",19,1,13,4,8,0,R,S,BD,EC
LivingRoom,"18' 1"" x 12' 8"" x 8'",18,1,12,8,8,0,R,S,BU,EC
LivingRoom,"17' 11"" x 12' 7"" x 8'",17,11,12,7,8,0,R,S,C,AA
LivingRoom,"18' 6"" x 12' 11"" x 8'",18,6,12,11,8,0,R,S,C,EC
LivingRoom2,"17' 8"" x 11' 10"" x 9'",17,8,11,10,9,0,R,L,BD,CU
LivingRoom2,"17' 11"" x 11' 11"" x 8'",17,11,11,11,8,0,R,L,BD,ST
LivingRoom2,"17' 4"" x 12' 2"" x 9'",17,4,12,2,9,0,R,M,BD,CU
LivingRoom2,"17' 9"" x 12' 5"" x 8'",17,9,12,5,8,0,R,M,BD,ST
LivingRoom2,"18' 3"" x 12' 2"" x 8'",18,3,12,2,8,0,R,S,BD,AA
LivingRoom2,"18' 8"" x 12' 5"" x 8'",18,8,12,5,8,0,R,S,BD,EC
LivingRoom2,"13' 8"" x 9' 9"" x 9'",13,8,9,9,9,0,R,L,BD,CU
LivingRoom2,"13' 11"" x 9' 11"" x 8'",13,11,9,11,8,0,R,L,BD,ST
LivingRoom2,"16' 9"" x 11' 2"" x 9'",16,9,11,2,9,0,R,M,BD,CU
LivingRoom2,"17' 1"" x 11' 5"" x 8'",17,1,11,5,8,0,R,M,BD,ST
LivingRoom3,"19' 8"" x 13' 9"" x 9'",19,8,13,9,9,0,R,L,BD,CU
LivingRoom3,"19' 10"" x 13' 11"" x 8'",19,10,13,11,8,0,R,L,BD,ST
LivingRoom3,"19' 1"" x 13' 11"" x 9'",19,1,13,11,9,0,R,M,BD,CU
LivingRoom3,"19' 6"" x 14' 3"" x 8'",19,6,14,3,8,0,R,M,BD,ST
LivingRoom3,"19' 7"" x 13' 8"" x 9'",19,7,13,8,9,0,R,L,BD,CU
Nook,"9' 10"" x 9' 10"" x 9'",9,10,9,10,9,0,R,L,BD,CU
Nook,"9' 11"" x 9' 11"" x 8'",9,11,9,11,8,0,R,L,BD,ST
Nook,"9' 5"" x 9' 5"" x 8'",9,5,9,5,8,0,R,L,BU,ST
Nook,"9' 2"" x 9' 2"" x 9'",9,2,9,2,9,0,R,L,C,CU
Nook,"9' 6"" x 9' 6"" x 8'",9,6,9,6,8,0,R,L,C,ST
Nook,"8' 8"" x 8' 8"" x 9'",8,8,8,8,9,0,R,M,BD,CU
Nook,"8' 11"" x 8' 11"" x 8'",8,11,8,11,8,0,R,M,BD,ST
Nook,"8' 7"" x 8' 7"" x 8'",8,7,8,7,8,0,R,M,BU,ST
Nook,"8' 7"" x 8' 7"" x 9'",8,7,8,7,9,0,R,M,C,CU
Nook,"8' 8"" x 8' 8"" x 8'",8,8,8,8,8,0,R,M,C,ST
Nook,"8' 1"" x 6' 1"" x 8'",8,1,6,1,8,0,R,S,BD,AA
Nook,"8' 3"" x 6' 3"" x 8'",8,3,6,3,8,0,R,S,BD,EC
Nook,"7' 10"" x 5' 10"" x 8'",7,10,5,10,8,0,R,S,BU,EC
Nook,"7' 7"" x 5' 8"" x 8'",7,7,5,8,8,0,R,S,C,AA
Nook,8' x 6' x 8',8,0,6,0,8,0,R,S,C,EC
Nook,"9' 9"" x 9' 9"" x 9'",9,9,9,9,9,0,R,L,BD,CU
Nook,"9' 7"" x 9' 7"" x 8'",9,7,9,7,8,0,R,L,BU,ST
Nook,"9' 5"" x 9' 5"" x 9'",9,5,9,5,9,0,R,L,C,CU
Nook,"9' 8"" x 9' 8"" x 8'",9,8,9,8,8,0,R,L,C,ST
Nook,NA,NA,NA,NA,NA,NA,NA,R,M,BD,CU
Nook,"9' 6"" x 9' 6"" x 8'",9,6,9,6,8,0,R,M,BD,ST
Nook,"8' 11"" x 8' 11"" x 8'",8,11,8,11,8,0,R,M,BU,ST
Nook,"8' 11"" x 8' 11"" x 9'",8,11,8,11,9,0,R,M,C,CU
Nook,"9' 1"" x 9' 1"" x 8'",9,1,9,1,8,0,R,M,C,ST
Nook,"7' 7"" x 5' 8"" x 8'",7,7,5,8,8,0,R,S,BD,AA
Nook,"7' 7"" x 5' 9"" x 8'",7,7,5,9,8,0,R,S,BD,EC
Nook,"7' 3"" x 5' 5"" x 8'",7,3,5,5,8,0,R,S,BU,EC
Nook,"7' 2"" x 5' 5"" x 8'",7,2,5,5,8,0,R,S,C,AA
Nook,"7' 5"" x 5' 7"" x 8'",7,5,5,7,8,0,R,S,C,EC
Nook2,"9' 10"" x 9' 10"" x 9'",9,10,9,10,9,0,R,L,BD,CU
Nook2,"9' 11"" x 9' 11"" x 8'",9,11,9,11,8,0,R,L,BD,ST
Pantry,"9' 9"" x 7' 10"" x 9'",9,9,7,10,9,0,R,L,BD,CU
Pantry,"9' 11"" x 7' 11"" x 8'",9,11,7,11,8,0,R,L,BD,ST
Pantry,"9' 7"" x 7' 8"" x 8'",9,7,7,8,8,0,R,L,BU,ST
Pantry,"9' 5"" x 7' 7"" x 9'",9,5,7,7,9,0,R,L,C,CU
Pantry,"9' 8"" x 7' 9"" x 8'",9,8,7,9,8,0,R,L,C,ST
Patio,"14' 2"" x 14' 2"" x 9'",14,2,14,2,9,0,R,L,BD,CU
Patio,"14' 2"" x 14' 2"" x 8'",14,2,14,2,8,0,R,L,BD,ST
Patio,"14' 2"" x 14' 2"" x 8'",14,2,14,2,8,0,R,L,BU,ST
Patio,"14' 2"" x 14' 2"" x 9'",14,2,14,2,9,0,R,L,C,CU
Patio,"14' 2"" x 14' 2"" x 8'",14,2,14,2,8,0,R,L,C,ST
Patio,"10' 11"" x 10' 11"" x 9'",10,11,10,11,9,0,R,M,BD,CU
Patio,"10' 11"" x 10' 11"" x 8'",10,11,10,11,8,0,R,M,BD,ST
Patio,"10' 11"" x 10' 11"" x 8'",10,11,10,11,8,0,R,M,BU,ST
Patio,"10' 11"" x 10' 11"" x 9'",10,11,10,11,9,0,R,M,C,CU
Patio,"10' 11"" x 10' 11"" x 8'",10,11,10,11,8,0,R,M,C,ST
Patio,"5' 8"" x 5' 8"" x 8'",5,8,5,8,8,0,R,S,BD,AA
Patio,"5' 8"" x 5' 8"" x 8'",5,8,5,8,8,0,R,S,BD,EC
Patio,"5' 8"" x 5' 8"" x 8'",5,8,5,8,8,0,R,S,C,AA
Patio,"15' 10"" x 15' 10"" x 9'",15,10,15,10,9,0,R,L,BD,CU
Patio,"15' 10"" x 15' 10"" x 8'",15,10,15,10,8,0,R,L,BD,ST
Patio,"15' 10"" x 15' 10"" x 8'",15,10,15,10,8,0,R,L,BU,ST
Patio,"15' 10"" x 15' 10"" x 9'",15,10,15,10,9,0,R,L,C,CU
Patio,"15' 10"" x 15' 10"" x 8'",15,10,15,10,8,0,R,L,C,ST
Patio,"7' 1"" x 7' 1"" x 8'",7,1,7,1,8,0,R,S,BD,AA
Patio,"7' 1"" x 7' 1"" x 8'",7,1,7,1,8,0,R,S,BD,EC
Patio,"7' 1"" x 7' 1"" x 8'",7,1,7,1,8,0,R,S,BU,EC
Patio,"7' 1"" x 7' 1"" x 8'",7,1,7,1,8,0,R,S,C,AA
Patio,"7' 1"" x 7' 1"" x 8'",7,1,7,1,8,0,R,S,C,EC
UtilityRoom,"11' 10"" x 9' 10"" x 9'",11,10,9,10,9,0,R,L,BD,CU
UtilityRoom,"11' 11"" x 9' 11"" x 8'",11,11,9,11,8,0,R,L,BD,ST
UtilityRoom,"11' 4"" x 9' 5"" x 8'",11,4,9,5,8,0,R,L,BU,ST
UtilityRoom,"11' x 9' 2"" x 9'",11,0,9,2,9,0,R,L,C,CU
UtilityRoom,"11' 5"" x 9' 6"" x 8'",11,5,9,6,8,0,R,L,C,ST
UtilityRoom,"8' 8"" x 6' 11"" x 9'",8,8,6,11,9,0,R,M,BD,CU
UtilityRoom,"8' 11"" x 7' 1"" x 8'",8,11,7,1,8,0,R,M,BD,ST
UtilityRoom,NA,NA,NA,NA,NA,NA,NA,R,M,BU,ST
UtilityRoom,"8' 7"" x 6' 10"" x 9'",8,7,6,10,9,0,R,M,C,CU
UtilityRoom,"8' 8"" x 6' 11"" x 8'",8,8,6,11,8,0,R,M,C,ST
UtilityRoom,"7' 1"" x 5' 1"" x 8'",7,1,5,1,8,0,R,S,BD,AA
UtilityRoom,"7' 3"" x 5' 2"" x 8'",7,3,5,2,8,0,R,S,BD,EC
UtilityRoom,"6' 10"" x 4' 11"" x 8'",6,10,4,11,8,0,R,S,BU,EC
UtilityRoom,NA,NA,NA,NA,NA,NA,NA,R,S,C,AA
UtilityRoom,7' x 5' x 8',7,0,5,0,8,0,R,S,C,EC
UtilityRoom,"11' 9"" x 9' 9"" x 9'",11,9,9,9,9,0,R,L,BD,CU
UtilityRoom,"11' 6"" x 9' 7"" x 8'",11,6,9,7,8,0,R,L,BU,ST
UtilityRoom,"11' 4"" x 9' 5"" x 9'",11,4,9,5,9,0,R,L,C,CU
UtilityRoom,"11' 7"" x 9' 8"" x 8'",11,7,9,8,8,0,R,L,C,ST
UtilityRoom,"9' 4"" x 7' 5"" x 9'",9,4,7,5,9,0,R,M,BD,CU
UtilityRoom,"9' 6"" x 7' 7"" x 8'",9,6,7,7,8,0,R,M,BD,ST
UtilityRoom,"8' 11"" x 7' 2"" x 8'",8,11,7,2,8,0,R,M,BU,ST
UtilityRoom,"8' 11"" x 7' 1"" x 9'",8,11,7,1,9,0,R,M,C,CU
UtilityRoom,"9' 1"" x 7' 3"" x 8'",9,1,7,3,8,0,R,M,C,ST
UtilityRoom,"6' 8"" x 4' 9"" x 8'",6,8,4,9,8,0,R,S,BD,AA
UtilityRoom,"6' 8"" x 4' 9"" x 8'",6,8,4,9,8,0,R,S,BD,EC
UtilityRoom,"6' 4"" x 4' 6"" x 8'",6,4,4,6,8,0,R,S,BU,EC
UtilityRoom,"6' 6"" x 4' 7"" x 8'",6,6,4,7,8,0,R,S,C,EC
UtilityRoom2,"11' 10"" x 9' 10"" x 9'",11,10,9,10,9,0,R,L,BD,CU
UtilityRoom2,"11' 11"" x 9' 11"" x 8'",11,11,9,11,8,0,R,L,BD,ST
UtilityRoom2,"8' 8"" x 6' 11"" x 9'",8,8,6,11,9,0,R,M,BD,CU
UtilityRoom2,"8' 11"" x 7' 1"" x 8'",8,11,7,1,8,0,R,M,BD,ST
UtilityRoom2,"6' 10"" x 4' 11"" x 9'",6,10,4,11,9,0,R,L,BD,CU
UtilityRoom2,"6' 11"" x 4' 11"" x 8'",6,11,4,11,8,0,R,L,BD,ST
WalkInCloset,"11' 10"" x 9' 10"" x 9'",11,10,9,10,9,0,R,L,BD,CU
WalkInCloset,"11' 11"" x 9' 11"" x 8'",11,11,9,11,8,0,R,L,BD,ST
WalkInCloset,"11' 4"" x 9' 5"" x 8'",11,4,9,5,8,0,R,L,BU,ST
WalkInCloset,"11' x 9' 2"" x 9'",11,0,9,2,9,0,R,L,C,CU
WalkInCloset,"11' 5"" x 9' 6"" x 8'",11,5,9,6,8,0,R,L,C,ST
WalkInCloset,"8' 8"" x 6' 11"" x 9'",8,8,6,11,9,0,R,M,BD,CU
WalkInCloset,"8' 11"" x 7' 1"" x 8'",8,11,7,1,8,0,R,M,BD,ST
WalkInCloset,NA,NA,NA,NA,NA,NA,NA,R,M,BU,ST
WalkInCloset,"8' 7"" x 6' 10"" x 9'",8,7,6,10,9,0,R,M,C,CU
WalkInCloset,NA,NA,NA,NA,NA,NA,NA,R,M,C,ST
WalkInCloset,"11' 9"" x 9' 9"" x 9'",11,9,9,9,9,0,R,L,BD,CU
WalkInCloset,NA,NA,NA,NA,NA,NA,NA,R,L,BU,ST
WalkInCloset,"11' 4"" x 9' 5"" x 9'",11,4,9,5,9,0,R,L,C,CU
WalkInCloset,"11' 7"" x 9' 8"" x 8'",11,7,9,8,8,0,R,L,C,ST
WalkInCloset,"9' 4"" x 7' 5"" x 9'",9,4,7,5,9,0,R,M,BD,CU
WalkInCloset,"9' 6"" x 7' 7"" x 8'",9,6,7,7,8,0,R,M,BD,ST
WalkInCloset,"8' 11"" x 7' 2"" x 8'",8,11,7,2,8,0,R,M,BU,ST
WalkInCloset,"8' 11"" x 7' 1"" x 9'",8,11,7,1,9,0,R,M,C,CU
WalkInCloset,"9' 1"" x 7' 3"" x 8'",9,1,7,3,8,0,R,M,C,ST
WalkInCloset2,"11' 10"" x 9' 10"" x 9'",11,10,9,10,9,0,R,L,BD,CU
WalkInCloset2,"11' 11"" x 9' 11"" x 8'",11,11,9,11,8,0,R,L,BD,ST
WalkInCloset2,"8' 8"" x 6' 11"" x 9'",8,8,6,11,9,0,R,M,BD,CU
WalkInCloset2,"8' 11"" x 7' 1"" x 8'",8,11,7,1,8,0,R,M,BD,ST
WalkInCloset2,"11' 9"" x 9' 9"" x 9'",11,9,9,9,9,0,R,L,BD,CU
WalkInCloset2,"11' 6"" x 9' 7"" x 8'",11,6,9,7,8,0,R,L,BU,ST
WalkInCloset2,"11' 4"" x 9' 5"" x 9'",11,4,9,5,9,0,R,L,C,CU
WalkInCloset2,"11' 7"" x 9' 8"" x 8'",11,7,9,8,8,0,R,L,C,ST
WalkInCloset3,"9' 9"" x 7' 10"" x 9'",9,9,7,10,9,0,R,L,BD,CU
WalkInCloset3,"9' 11"" x 7' 11"" x 8'",9,11,7,11,8,0,R,L,BD,ST
